smiles,4lde qvina,4lde smina
CC1=C(C=CC=C(Cl)C2=CC(O)CN(c3c(Cl)cccc3)C2=O)C(=O)OC1=O,-11.2,-11.5
Cc1c(C=CC=CC2=C3C=C(NC3=O)C2=NN)c2c(cccc2)[nH]1,-11.2,-11.5
OC(C1=CC(Cc2ccccc2)=CC1)c1cc2cc3c1cc2o3,-11.2,-11.5
O=C1C2C3=CC=CN1N3C(=O)C2=Nc1nc(-c2ccccc2)n[nH]1,-11.2,-11.5
NN=C(C=C1C=C(C(N)=C=CCCCc2ccccc2)NC1=O)c1ccccc1,-11.2,-11.5
NC1=CC(=NNCNc2cc3c4cc2n3C(=O)CO4)c2ccccc12,-11.2,-11.5
O=C(O)C(=CCCCc1ccccc1)c1ccc(C2=CC3=CC2OC3)cc1,-11.2,-11.5
O=C1C=C2c3c1cc(cc3)N2C(=O)CC=C(O)c1ccccc1,-11.2,-11.5
CC1=CCCCN1C(=O)c1ccc(N(O)c2cc(C)c(Cl)cc2)cc1,-11.2,-11.5
Nc1c(C=C2C=CN(C(=O)c3ccccc3)NC2=O)cccc1,-11.2,-11.5
NC(=C(C=C1C=CC(CCCc2ccccc2)=C1)c1ccccc1)c1ccccc1,-11.2,-11.5
CCC(=O)N1C(=O)C(=CC=C(N)OC=c2ccc3cc2co3)c2c1cccc2,-11.2,-11.5
NC1=C(c2ccccc2)CC2=C(c3ccccc3)CNC2=C1,-11.2,-11.5
O=C1C(C=Cc2cc3cccc(O)c3cc2)=C2CCCN1C2=O,-11.2,-11.5
CCCc1c(C(=O)OC(C)=CC=c2cc3c4c(Cl)cc-3c(=C4)[nH]2)cccc1,-11.2,-11.5
CCCc1ccc(N(O)c2ccc(C3=C4CC(=C3)CCC4C)cc2)cc1,-11.2,-11.5
O=C(N1C=CC=CC1)N1NC(=CCCc2ccccc2)c2c1cccc2,-11.2,-11.5
CC1C(=O)NN2C(=O)N1C(CO)CC2Oc1ccc(Oc2ccccc2)cc1,-11.2,-11.5
NC(=CCCc1ccccc1)C(=O)OC(=O)c1ccccc1Oc1ccc(C(=O)O)cc1,-11.2,-11.5
O=c1c(SC2=NN=C(c3ccccc3)C2)c2NC3C(O)Cn2c(=O)n13,-11.2,-11.5
CCC(C)(O)Cc1ccc(C(=O)C2=C(c3ccccc3)c3ccccc3C2)cc1,-11.2,-11.5
Nc1c(-c2c3oc4c(o2)c3=CC4=Cc2ccccc2-n2cn[nH]c2=O)[nH]c(=O)[nH]1,-11.2,-11.5
O=C(Cc1c2C(=O)OC34c1c1[nH]c(=O)n3c1c2N4C(=O)OCc1ccccc1)c1ccccc1,-11.2,-11.5
CCC1=CN(C=C(C=O)Nc2ccccc2C(C=CC=CC=Cc2ccccc2)=CCCc2ccccc2)CC=C1,-11.2,-11.5
O=C1OCC(c2ccccc2C(=CCc2ccccc2)c2ccccc2)=C1O,-11.2,-11.5
CCOC(=O)CC(C=CC=CC1=C2C=C(C1)NC2)=C(C=CC=CC=C(C)Cc1ccccc1)c1ccccc1,-11.2,-11.5
CCCc1c(Oc2cc3c(cc2)-c2ccccc2CC3)cc(O)cc1,-11.2,-11.5
OC1(C=C2C=C(c3ccccc3)c3ccccc23)C=CC(c2ccccc2)=C1,-11.2,-11.5
CCc1ccc(OC2C3=C(OC2C)C(=CCCc2ccccc2)C(=O)OC3)cc1,-11.2,-11.5
CC(=O)CC=CC=CN(N)c1cc(Oc2ccc(-c3ccccc3)cc2)ncc1,-11.2,-11.5
CC(=COc1ccc(-c2c(OCc3ccccc3)cccc2)cc1)c1ccccc1,-11.2,-11.5
CC(=CCC1=CC(=Cc2c3C=C(CC(=O)c4ccccc4)c2ccc3)OC1=O)C(=O)O,-11.2,-11.5
CC(=NC(=C1C=C2C(O)=CC1=C2C)c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,-11.2,-11.5
COc1ccc(C2=C3OC4=C5C=C(C(=C4)C52F)C3CCCCc2ccccc2)cc1,-11.2,-11.5
CC(CC=C(C1=Cc2c(N)ncn1c2=O)c1cc(Cl)c(Cl)cc1)c1ccccc1,-11.2,-11.5
CCc1c(C(=O)c2ccccc2-c2cn(CCC3=CC4=C(O)CC3=C4C)cc2)cccc1,-11.3,-11.5
O=C(O)c1c(COc2cc3c(cc2)nc(Cc2ccccc2)c(=O)o3)cccc1,-11.3,-11.5
Oc1cc(Oc2ccccc2)c2CC(c3ccccc3)=Cc2c1,-11.3,-11.5
NC=CC=C1C(CC=CC=C(C=O)c2ccccc2)=Cc2c1cccc2,-11.3,-11.5
O=C(Cc1ccccc1)c1ccccc1C(F)(F)c1c2cc(C=CC2)o1,-11.3,-11.5
NC(=O)C1=C(Oc2cc3ccc2cc3)CC(c2ccccc2)=C1,-11.3,-11.5
CC(C=CC=C1C=C2C(=O)Cc3c(C1)c2ccc3)Cc1ccccc1,-11.3,-11.5
O=C(O)C1=C(Oc2ccccc2)Cc2ccc(Oc3ccccc3)cc12,-11.3,-11.5
CCC1(C)c2ccc(cc2)C1c1ccc(CSS(=O)(=O)c2ccccc2)cc1,-11.3,-11.5
O=C1CC=c2c(=C3C=CC(CCCc4ccccc4)=C3O)c3c(cccc3)n12,-11.3,-11.5
OCC1=CCC(C=CC=CCc2ccccc2)=C1C=CC=Nc1ccccc1,-11.3,-11.5
CCOC(=O)c1c(CC2=CC(=C3C=C4C=CC3=C4)C(=O)OC2)cccc1,-11.3,-11.5
CCC(=CNc1cc(OC(=O)C2=CC(=O)OC2Oc2ccccc2)c(N)cc1)c1ccccc1,-11.3,-11.5
O=C(CCc1ccccc1)NC1=CC=CC1=C1C2=CC3=C1CNN2C3=O,-11.3,-11.5
CC=CC(CC)=C1C=CNc2c1ccc(Cc1ccc(C3=CC4=CC3=CC4O)cc1)c2,-11.3,-11.5
CCCC=CC=CC=C1CC(C=CC=Cc2cccc3c(C)cccc23)=C(c2ccccc2)N1,-11.3,-11.5
CCc1ccc(OCCC2=C(C=CC=CCCc3ccc(OC)cc3)CC=C2c2ccccc2)cc1,-11.3,-11.5
CC(Cc1ccccc1)=C(C=CC=CC(=NN)c1ccc(O)cc1)CC=CC=O,-11.3,-11.5
CC1=C(Cc2ccccc2)C(=CC=CC2=C(c3ccccc3)C=CC2=C(N)c2ccccc2)NC1,-11.3,-11.5
CC1=C(C=C(O)C=C2C(Cc3ccccc3)=CCc3c2cccc3)c2c3oc(=O)c(C)c2OC3C1,-11.3,-11.5
NN=C(CC=CC=CC1=c2c(=O)[nH]c(=O)[nH]c2=CC1)c1ccccc1,-11.3,-11.5
O=C(O)c1ccc(C=CCc2ccccc2Cc2ccccc2)cc1,-11.3,-11.5
Nc1c(N=Cc2cn(C(=O)C(c3ccccc3)c3ccccc3)c3ccccc23)cccc1,-11.3,-11.5
CC1(OCc2c(O)cc(Cl)cc2)C=COC1=CC(=CCc1ccccc1)c1ccccc1,-11.3,-11.5
COC(=CCC(=O)c1cc2ccc1o2)C=C1CC(=CCc2ccccc2)c2ccccc12,-11.3,-11.5
O=C(C=CC1=CC=C(c2ccccc2)C1)c1ccccc1OC12CC3COC(C3)(O1)c1cc2ccc1Cl,-11.3,-11.5
O=C(Oc1cc2c(cccc2)cc1)C1=CC(c2ccccc2)=CC1,-11.4,-11.5
CC(Cc1ccccc1)=C1C=C2C=C(c3ccc(C)cc3)CN2C1,-11.4,-11.5
Cc1cc2cc(c1-c1ccc(Oc3ccccc3)cc1)C(=O)O2,-11.4,-11.5
Cc1ccc(C2=CC(c3ccccc3)=CCC2)cc1,-11.4,-11.5
O=C1C(Oc2ccccc2)=CC2C=C(c3ccccc3)C=C12,-11.4,-11.5
O=C(c1ccccc1)c1cc2=CCC(Cc3ccccc3)=c2o1,-11.4,-11.5
O=C(OC1=C2OC=COC2=C(CO)C1)c1cc2c(cc1)nc(Cc1ccccc1)c(=O)o2,-11.4,-11.5
CC1=C(C=C2C=CC(C)O2)C=C(C2CC3Oc4c(cccc4)NC3O2)C1,-11.4,-11.5
O=C1C2=C3OC4(C=CCC(c5ccccc5)=C4)C=C3N1C=C2,-11.4,-11.5
COc1cc(OC=CC(=O)OC2OC(=O)C=C2c2ccccc2)cc(C(=O)O)c1,-11.4,-11.5
O=C(C1=c2ccccc2=CC1)C1c2ccc(cc2)C1c1ccccc1,-11.4,-11.5
O=C1C=C2CC(=CC=CC3=c4ccccc4=C(c4ccccc4)CC3)C(O1)C2=O,-11.4,-11.5
c1ccc(N=C2CCOc3c2ccc(OCCCc2ccccc2-c2ccccc2)c3)cc1,-11.4,-11.5
CCc1ccccc1-c1ccc(C2c3ccc(cc3)C2CC)cc1,-11.4,-11.5
CCc1ccc(C=CN=C2C=C(c3ccccc3)c3ccccc23)cc1,-11.4,-11.5
NN=C(C=Cc1cccc(C=CCCc2ccccc2)c1)c1ccccc1,-11.4,-11.5
O=c1c2=C(C=CC=CCc3ccccc3)Cn1c1=CCC(c3ccccc3)c2c1,-11.4,-11.5
C(C=CC=CC1=C(NCCc2cccnc2-c2ccccc2)C=CC1)=CC=CC1=CCc2ccccc12,-11.4,-11.5
O=Cc1c(C(=O)c2ccccc2C(=O)c2ccccc2C(=O)c2ccccc2)cccc1,-11.4,-11.5
O=C1OC=C2C(=Cc3cncn3Cc3c4ccc(c3)oc4=O)C1OS2(=O)=O,-11.4,-11.5
CC1=C(C(=CCc2ccccc2)c2ccccc2)C(=CC=CC2=C(C)C(C(N)=O)=CC2)NC1,-11.4,-11.5
CC=CCCC(=CC=CC=CCc1ccc(Cl)cc1)c1c(CCCc2ccccc2)cc(Cl)cc1,-11.4,-11.5
CNC=CC=CC(=C(C=CC=CCCc1ccccc1)CC=NNc1ccccc1)c1ccccc1,-11.4,-11.5
CCCC=CC=Cc1c(Oc2cc(O)ccc2CC=C(C)Cc2ccccc2)c(OC)c(OC)cc1,-11.4,-11.5
CC1=C(C=CC=CC(=NN=O)c2ccccc2)C(=O)C=C1c1ccccc1,-11.4,-11.5
O=C1C=C(c2ccccc2)CN1c1c2C(c3ccccc3)=CCc2ccc1,-11.4,-11.5
CCc1cccc(-c2ccccc2)c1C=CC=CC=CCc1ccccc1,-11.4,-11.5
Cc1cc(C(=O)c2ccccc2)c2C(=CCCc3ccccc3)C=Cc2c1,-11.4,-11.5
C=C1C(OC(=O)c2ccccc2)=CC=C1Sc1c(Cc2ccc(OC)cc2)c(C)ccc1,-11.4,-11.5
O=C(c1ccccc1)c1c2cc3c(c1)CC=CC3c1c-2cccc1,-11.4,-11.5
O=C(Nc1c2CCCc2cc([N+](=O)[O-])c1)c1ccc(NC(=O)C)cc1,-11.4,-11.5
C1=C(c2ccccc2)Cc2ccc(Nc3ccccc3)cc12,-11.5,-11.5
O=C1C=C(Cc2ccc(C3=CCc4ccccc34)cc2)CO1,-11.5,-11.5
O=C1Cc2c(cccc2C2=CC(=O)c3c(ccc(F)c3)C2)O1,-11.5,-11.5
C(=Cc1cc(C=CC2CCCCC2)ccc1)CCc1ccccc1,-11.5,-11.5
O=C1C2=CC(c3ccccc3)C=C2C=C1c1ccccc1,-11.5,-11.5
CC(=CCC=C1C=C(c2cc(=O)oc(C)c2)C(=O)O1)c1ccccc1,-11.5,-11.5
CCC1c2ccc(cc2)C1c1ccc(C(=O)OS(=O)(=O)c2ccccc2)cc1,-11.5,-11.5
Cc1cc(C(=O)C=CC2=C3C=CC2C=C3c2ccccc2)cc(=O)o1,-11.5,-11.5
CC=C1C=CC=CC1=Nc1ccc(OC=C2C=CC=CC2)cc1,-11.5,-11.5
CC(=CCCC=CC=Cc1ccccc1)C=C1Oc2c(cccc2)C1=O,-11.5,-11.5
CC(=CC=C1C=CC(=O)C=C1c1ccccc1)CCCc1ccccc1,-11.5,-11.5
C(=COc1ccc2cc1CC2c1ccccc1)=Cc1csc2ccccc12,-11.5,-11.5
O=C1C=C(Cc2ccccc2)C(C(=O)N2C=C(OC(=O)c3ccccc3)CC2=O)O1,-11.5,-11.5
O=C(SC=Cc1c(N=CN=C2C=CC(=O)c3c2cccc3)[nH][nH]c1=O)c1ccccc1,-11.5,-11.5
CC1=c2ccccc2=C(C(=O)c2ccc(OC(=O)N(C)S(=O)(=O)c3ccccc3)cc2)C1,-11.5,-11.5
Brc1ccc(C2C=C3C=CC2=C3C=CC=Cc2cc3ccc2cc3)cc1,-11.5,-11.5
C1=CCC(C=CC=CCc2ccccc2-c2cccnc2-c2ccccc2)=C1,-11.5,-11.5
O=C(c1ccccc1)c1cc2c(cc1)OCC(c1cnccc1)O2,-11.5,-11.5
COC(=O)C(C=CCc1ccccc1Cc1ccccc1)=CCc1ccccc1,-11.5,-11.5
C(=Cc1ccccc1)CCc1ccccc1N1C=CCc2c1cccc2,-11.5,-11.5
C1=CC(Oc2c3c(ccc2)CCc2ccccc2-3)=C(c2ccccc2)C1,-11.5,-11.5
CC(=C(C=CC=CCCc1ccccc1)CC=Cc1ccccc1)c1ccccc1,-11.5,-11.5
O=C1C=C(c2ccccc2)C(=CC=CC=CC2=C(c3ccc(Cc4ccc(C(=O)O)cc4)cc3)C=CC2)CO1,-11.5,-11.5
FC1=CCc2c1cc(Oc1ccccc1C1=CCc3ccccc13)cc2,-11.5,-11.5
C(C=CC1=C2COc3c(cccc3)C2=C(Oc2ccccc2)C1)=CCc1ccccc1,-11.5,-11.5
c1ccc(Cc2ccccc2-c2c3cccc2-c2c-3cccc2)cc1,-11.5,-11.5
CCCC=CC=CC(=CC(=O)c1ccc(Oc2c(CCC)cccc2)cc1)c1ccccc1,-11.5,-11.5
CC1=C(C=CC=Cc2c(C=Cc3ccccc3)c3ccc2cc3)CC=C1c1ccccc1,-11.5,-11.5
Clc1ccc(C2=Cc3c(C=CC=CCc4ccccc4)c2ccn3)cc1,-11.5,-11.5
CC=C(C=CC=C1C=CCC(C=CC=CC(=NCl)c2ccccc2)=N1)Cc1ccccc1,-11.5,-11.5
O=CC(=CC1=C(C=CC=CCc2ccccc2)CC=C1c1ccccc1)c1ccccc1,-11.5,-11.5
CCc1ccc(OCc2c(Cc3ccccc3)c3c(cccc3)cc2)cc1,-11.5,-11.5
COC1=C2C=CCC(=CC=CCCc3ccccc3)C2N(CCc2ccccc2)C1=O,-11.5,-11.5
CC1C=C2OC(=O)NC1=C2Oc1ccc(C2CC(c3ccccc3)=CN2C)cc1,-11.5,-11.5
C1=Cc2cc(C=CN3CCCc4c3cccc4)ccc2C1,-11.5,-11.5
O=C1C=C(c2ccccc2)CN1C1=C=CC(Cc2ccccc2)=C1,-11.5,-11.5
O=C(C=CCCc1ccc(C(Cl)=CC=CCc2ccccc2)cc1)c1ccccc1,-11.5,-11.5
Cc1ccc(C(C=CC2=CCC=C(c3ccccc3)O2)=CCCc2ccccc2)cc1,-11.5,-11.5
O=c1cc2cc(o1)C1=CC(Cc3ccccc3N3C=CCc4c3cccc4)=C2S1(=O)=O,-11.5,-11.5
O=C1OCC=C1c1ccc(C2=CCc3ccccc23)cc1,-11.5,-11.5
O=Cc1ccc(OC=C(F)c2ccc(C3=CCc4ccccc34)cc2)cc1,-11.5,-11.5
CC1=CC(=O)C=C1c1ccc(C2=CCc3ccccc23)cc1,-11.5,-11.5
CC1=CCC=C1c1ccc(C2=CC3=CC2COC3=O)cc1,-11.5,-11.5
O=C1CCC2=C=C=C(C=Cc3ccccc3Cc3ccccc3)N12,-11.5,-11.5
Cc1cc(-c2c3ccc(c2)cc3)ccc1Cc1ccccc1,-11.5,-11.5
Cc1ccc(-c2cc(=O)oc3c2c(C)ccc3)cc1,-11.5,-11.5
CC=CCc1ccccc1CC=C1C=C2CC=CC3=C2C(=CC3)O1,-11.5,-11.5
C=CC(=NC=CC=C1C2=CC3C=C2c2ccccc2N13)OCc1c(N=CN)cccc1,-11.5,-11.5
O=C(OC1=C2OCC(Cc3ccccc3)=C2CC=C1)c1ccccc1,-11.5,-11.5
CCOC(=O)CC=C1CC(C(=O)Oc2ccc(C(=O)C(=O)c3ccccc3)cc2)=COC1=O,-11.5,-11.5
CC1=C(c2ccccc2C2=C(CF)CC(=O)O2)C=C(CC(=O)OC(=O)c2ccccc2)C1,-11.5,-11.5
O=C(OC1c2c(cccc2)C2C=CC(=O)N21)C1=C2C3OC4C2c2c5ccc(Cl)c2C3C4(C1)O5,-11.5,-11.5
COc1cc2c(cc1)C1=C3C4=C5C(=O)OC32C52C1=C4c1c2cccc1,-11.5,-11.5
O=C(CCC(=O)OC12OC(=O)c3ccc(cc31)S2)CC1OC(=O)c2ccccc21,-11.5,-11.5
CCCC=CC=C(C(=O)OC(=O)CCCc1cc(C(=O)c2c(-c3ccccc3)cccc2)ccc1)c1cc(C=O)ccc1,-11.5,-11.5
O=C1C=C(CC2Oc3cc2ccc3OCC2=C(Cc3ccccc3)CCCO2)CO1,-11.5,-11.5
O(c1c2Cc3c(-c2ccc1)cccc3)C(=O)Nc1ccc([N+](=O)[O-])cc1,-11.5,-11.5
O=C1N(/N=Cc2cc3c(oc2=O)cccc3)C(=O)c2c1cccc2,-11.5,-11.5
n1c(nc(c2c1cccc2)C)c1ccc(Cc2ccncc2)cc1,-11.5,-11.5
o1c2c(cc3c1cccc3)ccc(c2)/C=N/c1c([N+](=O)[O-])cc(cc1)C,-11.5,-11.5
CC1=C(C=CC2=C3NC(=O)C=C3C(=O)O2)CC=C1c1ccccc1,-11.6,-11.5
O=C(CCC1=c2ccccc2=C2C=CC=C2C1)Nc1c(Br)c(=O)[nH]c(=O)[nH]1,-11.6,-11.5
O=C1OC2(OC(=O)c3ccccc3)C=C(C=CC=Cc3ccccc3)C1=C2,-11.6,-11.5
CC1=C(C=CC2=CCCC(C)O2)COC(=O)C1=C1C=C2C=CC1=C2,-11.6,-11.5
CC=CCC(=O)C=CC(=O)C1=CC(=COc2ccc(C3C(=O)OCC3C)cc2)C(=O)NC1,-11.6,-11.5
O=C1OC23C=C4C(=C5C=C1C=C52)C=C(C=CCCc1ccccc1)OC4O3,-11.6,-11.5
C(=Cc1cc(C=CCc2ccccc2)ccc1)CCc1ccccc1,-11.6,-11.5
CC1=C(C=CC=C(Cc2ccccc2)SCc2ccccc2)CC=C1c1ccccc1,-11.6,-11.5
O=C1C=C2C=C(c3n[nH]c4ccccc34)c3cc(Cc4ccccc4)c2n13,-11.6,-11.5
CC1=C(c2ccccc2)Cc2c(SCCCc3ccc(Cl)cc3)cccc12,-11.6,-11.5
CC=C(C)N(C=CCCc1ccccc1)c1ccccc1CC(C)=C(C)Cc1ccccc1,-11.6,-11.5
CC=C(C=CC=CC1=CCc2ccccc12)N1C(=O)C(C)CCC1C=O,-11.6,-11.5
NC(=O)NCCCCC1=CS(=O)(=O)c2c(-n3c(=O)[nH]cc(NCc4ccccc4)c3=O)ccc1c2,-11.6,-11.5
O=C1CC2=C3C=C(Cc4ccccc4)CC(=C2c2c1cccc2)C3,-11.6,-11.5
O=CC(=CC=C1C2=CN3c4ccc2c(c4)OC13)NC(=O)c1ccccc1,-11.6,-11.5
CC(=O)Oc1c(C=CC=CCc2c[nH]c3c2cccc3)c(C)c(C)oc1=O,-11.7,-11.5
CC(=O)c1cccc2c1-c1ccccc1C2=CC=CCc1ccccc1,-11.7,-11.5
O=C1C2=CC=C1C(c1c3ccccc3c(C(=O)C=C3C=CC=CC3)cc1)=C2,-11.7,-11.5
C(C=COc1ccc(C2=CCc3ccccc23)cc1)=CCc1ccccc1,-11.7,-11.5
CC1=C2C(=CC=CC3=C(c4ccccc4)C=CC3)OC1C=C2c1ccccc1,-11.7,-11.5
C=c1cc2CC=C(Oc3ccc(C(=O)OCC)cc3)c(n1)c2=CC=CCCc1ccccc1,-11.7,-11.5
CC(Cc1ccccc1)=C(C=Cc1cc(C=CCCc2ccccc2)ccc1)Cc1ccccc1,-11.7,-11.5
CCc1cccc(C=CC=Cc2c3C=C(C)c2ccc3)c1C=CC=C(N)c1ccccc1,-11.8,-11.5
CCCc1ccc(C(=NNc2ccccc2)C2=CC3=C(SCc4ccccc4)C(=O)N(C2)C3)cc1,-11.8,-11.5
CC(Nc1cc(OCC2=C3C(=O)NCC(=C3F)CC2)c(Cl)cc1)=C1C=C(N)N=CN1,-11.8,-11.5
C(=Nc1ccccc1)Oc1ccc(C2=CCc3ccccc23)cc1,-11.9,-11.5
CC(=O)CCOC(C=CCc1ccccc1Cc1ccccc1)=CC=CCc1ccccc1,-11.9,-11.5
O=C(Oc1c2ccc(c1)c(-c1ccccc1)n2)C1Oc2c(-c3ccccc3)cc1o2,-11.9,-11.5
CCC(C=CC=CCc1ccccc1)=C1C=C2OC(=O)C1=C2Cc1ccccc1,-11.9,-11.5
O=C(NC(c1ccccc1)C)NC(=O)Nc1c2c(ncc1)cccc2,-11.9,-11.5
O=C1C(SCc2ccc(C(Br)=C=NNc3ccccc3)cc2)C=CCN1Cc1ccccc1Cc1ccccc1,-12.4,-11.5
CCC1c2ccc(cc2)C1c1ccc(C(C)C(=O)OC=C2c3cc(nnc3)C2C)cc1,-12.6,-11.5
O=C(O)C1=CC(=C2C3=Cc4c(c3co4)C2Cc2ccccc2)C(=O)OC1,-8.9,-11.6
CC1=NC(C(=O)OC=C2CC3OC4=C2c2cc4c3cc2)C(=O)O1,-9.6,-11.6
O=C(OCc1ccccc1)N(c1c(Cl)cccc1)n1c(=O)[nH]c2cc3c(cc21)nc(C1=Cc2c[nH]c(=O)n(C1)c2=O)[nH]3,-9.6,-11.6
CC(=CCc1ccc2ccccc2n1)C(Cl)c1ccc(-c2c3C=C(c4ccccc4)C(=O)c3cnn2)cc1,-9.7,-11.6
O=C1CC(=Cc2c(O)cccc2)C2=C(C1)c1ccc(C(=O)O)c2c1,-9.7,-11.6
O=C(O)C1OC(=C(C=CC=CC2=CC3C=CC2=C3)c2ccccc2)C2=C1CC=C2c1ccccc1,-9.8,-11.6
NC(=CC=C1C=C2C(=O)OC1=C2c1ccccc1)c1ccccc1,-9.9,-11.6
CC(Cc1ccccc1)=C1Cc2c(cccc2)N(c2ccccc2Cc2ccccc2)C1,-10.2,-11.6
N=C(CC1=C2c3c4cccc3N(C(=O)CF)C2C4C1)c1ccccc1,-10.3,-11.6
CC1C2=COCC(=C2)C12c1ccc(cc1)C2C1=CCc2c(cccc2)C1,-10.5,-11.6
CC(C1=CC=CC1=CCc1ccccc1)=C(C)C1C(=O)c2ccc1cc2,-10.5,-11.6
O=C1OC2C3=CC1=C(O)C21OC(=O)C32c3c(cccc3)C(=O)N21,-10.6,-11.6
CC(=CC=CC1(SCc2ccccc2)C=C(C)C(C(=O)Nc2c(N)cccc2)=C1)Cc1ccccc1,-10.7,-11.6
CC1=C2C(C(=O)Oc3ccc(-n4c5ccc4c(C(=O)C(C(=O)c4ccccc4)=C(N)N=C(N)N)c5)cc3)=C(C=O)C(=C2C(=O)c2ccccc2)C1,-10.7,-11.6
COC(=O)c1ccccc1C(O)=CC=CC1=C2C=C(C)C(C(=O)O)N(C1=O)C2=O,-10.8,-11.6
CC1=CC2=C3C=C(O)C(=C13)C2COC(=O)c1cc2c(cc1)Oc1c(cccc1)O2,-10.8,-11.6
O=C(OC1=CC(c2ccccc2)=C(C=CC=CCCc2ccccc2)C1)c1ccccc1,-10.8,-11.6
O=C1NC(=CC2=CC(=CO)C(C(=O)O)=C2O)N=C(c2ccccc2)O1,-10.8,-11.6
O=c1[nH]c2cc3c(cc2n1C(Cl)CO)oc(C1=C2C=C(C1)C(O)=C2O)c3,-10.8,-11.6
CC(=CC(=O)c1ccccc1)C(=CC(O)C=C1C=C(C(=O)O)C(C)=C1CO)CO,-10.8,-11.6
CC1=CC(=CCc2ccccc2C)C(C(O)=C(C)C(CO)=c2c3=C4Cn(c3=O)n2C4=O)=C1O,-10.9,-11.6
CC1=C(C=CC=CC(=CCCc2ccccc2)c2ccccc2)CC=C1c1ccccc1,-10.9,-11.6
CC(Cc1ccccc1)=C1C=CC=C1C=CC=C1Cc2c(cccc2)N1C(=O)Nc1ccccc1,-10.9,-11.6
O=C(O)CCC(=CC(Cl)=CC1=C(C2C(=O)c3ccc2cc3)Cc2c1cccc2)c1ccc2C3=CC(O)C(=C3)c2c1,-10.9,-11.6
CC(=CC=CNS(=O)(=O)c1ccc(C=C(N=CN)c2ccccc2)cc1)Cc1ccc(NO)cc1,-10.9,-11.6
Cc1c(C(=O)Oc2c(NC=O)ccc(Cl)c2O)cccc1C(=O)c1ccccc1C=C(N)c1ccccc1,-11.0,-11.6
NN=C1C(C(=O)Sc2nc(=O)[nH]c3ccccc23)=CC=C1c1ccccc1,-11.0,-11.6
O=c1cc2-c3cc(ccc3-c3ccc(O)cc3)Oc2c(C=CCc2ccc(O)cc2SCCCc2ccccc2)o1,-11.0,-11.6
FC(C=CC1=C(C=Cc2ccc(Cl)cc2)C(c2ccccc2)=CC1)=CCc1ccccc1,-11.0,-11.6
CCC(=CC=CC(=CCCc1ccccc1)c1ccccc1)c1cccc(N)c1,-11.0,-11.6
Cc1cccc(C)c1C(=O)c1ccccc1CC1=C(O)C2=C(O)C1=CC2,-11.1,-11.6
O=CC(CC1=C2C=CC3C4=C2C(=C1)C(=O)C3CCC4)C(=O)c1ccccc1,-11.1,-11.6
O=C1C=C2C(=O)NC(CC(=CC3=C4Oc5c(cccc5)C4NC3=O)C(=O)O)=C2O1,-11.1,-11.6
O=C(C=CCC(=Cc1c(Cl)cccc1)CO)c1ccc(C(=O)OCC=Cc2ccccc2)cc1,-11.1,-11.6
O=C=COC(=O)c1c(C(=O)c2c3C(c4ccccc4)=CCc3ccc2)cccc1,-11.1,-11.6
NC=C1OC2C=C(C=CC(F)=Cc3c(O)nc(N)nc3Nn3cc(-c4ccccc4)[nH]c3=O)C1=C2,-11.1,-11.6
Cc1c2ccc(c1-c1cc3c(cc1)C1=C(O)C(=CC1)N3)cc2,-11.1,-11.6
CC(Cc1ccccc1)=C1C=CN=C1c1ccccc1N=NC=CC(=O)c1ccccc1,-11.1,-11.6
Nc1cccc(OC(=O)C2=CC3=C(c4ccccc4)CNC(=C2C=Cc2c(N)cccc2)C3)c1,-11.1,-11.6
O=C1OCC(Cc2ccccc2)=C2C=c3ccccc3=C12,-11.2,-11.6
COc1cc(N(O)C(=O)CCC2=CC=C(C(F)(F)c3ccccc3)C2)c(N)cc1,-11.2,-11.6
NC1=CCC(COc2cc3c(cccc3)cc2)=C1C=Cn1ccc2c1OCC2,-11.2,-11.6
O=C1CC(Cc2ccccc2OC(=O)c2ccccc2)=C2C(=O)C=CC2O1,-11.2,-11.6
CCCc1c(Oc2ccccc2NCCc2ccccc2-c2ccccc2)cccc1,-11.2,-11.6
CC1=CC(c2ccccc2)=CC(=C=CC=C(C)Cc2ccccc2)C1,-11.2,-11.6
CN(C(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1C1=CNC(=O)C1=C1C=CC(CF)=CO1,-11.2,-11.6
CC(=Cc1c2nc([nH]c1=O)-c1cc3c4cc(cc3)N2c1c4)c1ccccc1,-11.2,-11.6
COc1ccc(C2=CC3C4=CC(=CC(=O)c5ccccc5)C(=C3C2=O)C4=O)cc1,-11.2,-11.6
O=C(N=c1c(=O)oc2=c1c1c(cccc1)c2=O)C1=C2CSC1(O)C1=CC3=CCC12OC3,-11.2,-11.6
CC=CC1=C(C2=C(O)CC(=CC(=O)c3ccccc3)C=C2)C(=O)OC1=O,-11.3,-11.6
O=C(C1=CCC(c2ccc(NO)cc2)=C1)N1Nc2cc(=O)n1c(=O)[nH]2,-11.3,-11.6
Cc1ccc(NC(=O)C2=CC(C(=O)O)=C(C(=O)c3ccccc3)C2)cc1,-11.3,-11.6
O=Cc1ccc(Cc2ccc(C(=O)O)cc2)cc1Nc1ccccc1,-11.3,-11.6
OC1=C(C=Cc2ncccc2)c2ccc(Oc3ccccc3)cc2C1,-11.3,-11.6
